campaign_id,channel_social_media,channel_tv,channel_radio,channel_print,channel_email,channel_community,age_group,income_bracket,education,geographic_region,vaccination_completed,health_screening,behavior_change,cost_per_contact,campaign_year,conversion
18993,1,0,0,0,1,1,45-54,<25k,Some College,West,0,0,1,4.115347746917157,2023,0
18994,0,1,0,0,1,0,25-34,25-50k,Graduate,West,0,0,1,8.64239092808463,2023,0
18995,1,0,0,0,1,0,55-64,>100k,Some College,Midwest,1,0,0,10.401075387683266,2024,1
18996,0,0,1,0,0,1,55-64,50-75k,Some College,Midwest,0,0,1,3.952478840343656,2024,0
18997,0,1,0,0,0,1,65+,50-75k,High School,Midwest,0,1,0,7.6338577643152705,2024,0
18998,0,0,0,0,1,0,18-24,>100k,Some College,Northeast,1,0,0,2.7959558884187503,2023,0
18999,0,0,1,0,0,0,45-54,>100k,Bachelors,South,0,0,1,11.915599988807969,2024,0
19000,1,1,0,0,0,0,55-64,50-75k,Bachelors,West,0,1,0,12.976576151533953,2024,0
19001,0,0,0,0,1,0,45-54,50-75k,Some College,South,0,0,0,5.341195116347402,2023,0
19002,0,0,1,0,0,0,25-34,25-50k,Some College,South,0,0,0,4.7751152337425715,2023,0
19003,0,0,1,0,0,1,35-44,>100k,High School,Midwest,0,0,0,12.273263519862606,2023,0
19004,0,0,0,0,1,0,35-44,<25k,Graduate,Midwest,0,0,1,5.703657779567425,2023,0
19005,1,0,0,0,1,1,25-34,75-100k,High School,South,0,0,1,7.673477318198838,2024,0
19006,0,0,0,0,0,0,65+,<25k,Some College,West,0,0,1,13.105468959548167,2024,0
19007,1,0,0,1,0,0,18-24,75-100k,Bachelors,Midwest,1,1,0,5.522081349057941,2023,0
19008,1,0,0,0,0,1,18-24,50-75k,Graduate,South,0,0,0,2.8582417060012055,2023,0
19009,0,1,0,0,1,0,25-34,50-75k,Bachelors,Midwest,0,1,1,7.455219976922754,2024,0
19010,0,0,1,0,0,1,25-34,50-75k,Some College,Northeast,0,0,1,5.474648871972585,2023,0
19011,1,1,0,0,1,0,35-44,<25k,Some College,Midwest,0,0,0,2.6878289883249855,2023,0
19012,1,0,0,1,1,1,55-64,50-75k,Graduate,South,0,0,0,2.5993790296696773,2024,1
19013,0,0,0,0,0,0,18-24,<25k,Bachelors,South,0,0,0,5.399928383619898,2024,0
19014,0,0,1,1,0,0,55-64,>100k,Graduate,Midwest,1,1,0,7.096588848192168,2024,0
19015,0,1,1,0,0,1,65+,75-100k,Graduate,Midwest,0,0,0,3.0339053648312957,2024,1
19016,0,0,1,0,0,0,45-54,50-75k,Graduate,South,0,0,1,8.484120149942335,2024,0
19017,0,0,1,0,0,0,35-44,75-100k,High School,Northeast,0,0,0,8.588280281388892,2024,0
19018,0,0,0,0,1,0,18-24,>100k,Graduate,West,0,0,0,7.008947656878274,2023,0
19019,0,0,0,0,1,0,35-44,50-75k,Some College,West,0,1,0,9.02531704296781,2023,0
19020,0,1,0,1,1,0,45-54,>100k,Graduate,South,0,0,1,8.241018889032054,2024,0
19021,0,0,0,0,1,0,45-54,25-50k,Some College,Northeast,0,0,0,5.649976507123899,2023,0
19022,1,0,0,0,0,0,45-54,50-75k,Some College,West,0,0,0,14.432615193571108,2024,0
19023,1,0,1,0,1,0,18-24,50-75k,Bachelors,Northeast,0,0,0,5.474181435783114,2023,1
19024,1,1,1,0,0,0,18-24,>100k,Some College,West,1,0,0,14.751551268008912,2023,0
19025,0,1,0,0,1,0,55-64,75-100k,Some College,Midwest,0,1,1,10.82021146552893,2024,1
19026,1,0,0,1,0,0,35-44,25-50k,Some College,West,0,0,0,2.6590412327964934,2023,0
19027,0,0,1,0,0,0,45-54,50-75k,Some College,Midwest,0,0,0,3.3219881811833667,2024,0
19028,1,0,0,0,0,0,35-44,<25k,High School,Northeast,0,0,0,4.7964859698387805,2023,0
19029,0,0,0,0,0,1,45-54,25-50k,Some College,Northeast,0,0,0,11.347396966934202,2023,0
19030,0,0,0,0,0,1,35-44,25-50k,Graduate,West,0,0,1,3.9370244989130394,2024,0
19031,1,1,0,1,0,0,45-54,50-75k,High School,Midwest,0,1,0,14.758706864667534,2023,1
19032,1,0,0,0,0,0,35-44,>100k,High School,South,0,1,0,10.31980995995358,2023,0
19033,1,0,1,0,0,1,45-54,25-50k,High School,Northeast,0,0,1,3.449822947063972,2023,0
19034,0,0,0,0,0,1,18-24,50-75k,Bachelors,Northeast,0,0,0,9.377644351798356,2024,0
19035,0,1,0,1,0,0,18-24,<25k,Bachelors,South,0,0,0,5.147661976674474,2023,0
19036,0,0,0,1,1,1,45-54,<25k,Some College,Northeast,0,0,0,3.626752916809953,2023,0
19037,1,1,0,1,0,0,45-54,>100k,Some College,Midwest,0,0,0,5.708141758464686,2024,0
19038,1,0,0,0,0,0,55-64,<25k,Bachelors,Midwest,0,0,0,14.134915625529667,2023,0
19039,1,0,0,0,1,0,55-64,25-50k,Graduate,West,0,0,0,6.613658334982932,2023,1
19040,0,1,0,0,1,1,18-24,>100k,Bachelors,Midwest,0,0,0,2.513454932471764,2023,1
19041,1,1,0,1,1,0,18-24,75-100k,Some College,South,0,1,0,5.35045936337759,2024,1
19042,0,0,0,0,0,0,55-64,25-50k,Some College,Northeast,0,0,1,14.346829650056744,2024,0
19043,0,0,0,0,0,1,65+,50-75k,Graduate,Midwest,0,0,0,3.1424661367225997,2023,0
19044,0,0,0,0,0,0,35-44,50-75k,Bachelors,South,0,0,0,14.70638013339009,2024,0
19045,0,0,1,0,0,0,25-34,50-75k,Graduate,Northeast,0,0,0,4.237494863773953,2024,0
19046,0,0,0,0,1,0,55-64,75-100k,Bachelors,Midwest,1,0,0,13.308279183481643,2023,0
19047,0,0,0,0,1,0,45-54,>100k,High School,Northeast,0,0,0,12.14909001439235,2024,0
19048,0,0,0,0,0,1,35-44,50-75k,Graduate,Midwest,0,0,0,3.4758218077592473,2024,1
19049,0,0,0,0,0,0,55-64,>100k,Bachelors,West,0,0,1,10.638103880501463,2023,0
19050,0,0,0,1,0,0,25-34,50-75k,Some College,Northeast,0,0,0,2.9809362152771945,2023,1
19051,0,1,1,0,0,0,18-24,>100k,High School,West,0,0,0,10.584720909388423,2024,0
19052,0,0,1,0,0,0,18-24,>100k,Some College,South,0,0,1,13.894832573300276,2023,0
19053,1,0,1,0,1,1,55-64,>100k,Graduate,West,1,0,0,9.777914279245767,2024,1
19054,1,1,0,0,0,0,25-34,<25k,Graduate,Midwest,1,0,0,10.304796441394634,2024,0
19055,0,0,0,0,0,0,25-34,<25k,Some College,Midwest,0,1,0,14.299891783112242,2023,0
19056,1,0,0,0,0,0,55-64,>100k,Some College,Midwest,0,1,0,6.76730314546632,2023,0
19057,1,0,1,1,0,1,65+,75-100k,Graduate,Northeast,0,1,1,10.488544553440198,2023,0
19058,0,1,0,0,1,1,25-34,25-50k,High School,West,0,0,0,13.690859656817405,2023,0
19059,0,0,0,1,0,1,65+,25-50k,Graduate,South,0,1,1,8.876845549793172,2024,0
19060,1,0,0,0,1,0,35-44,<25k,Graduate,South,0,1,0,13.126007042474464,2023,0
19061,1,0,0,0,1,1,25-34,75-100k,Bachelors,South,0,0,0,8.20951301897884,2024,0
19062,1,0,0,0,1,0,35-44,>100k,High School,South,0,0,0,12.822851035421722,2024,1
19063,1,0,0,0,0,1,35-44,25-50k,Graduate,Midwest,0,1,0,4.526236466733948,2023,0
19064,0,0,1,0,0,1,65+,50-75k,Bachelors,Northeast,0,1,1,7.535188689546471,2024,0
19065,0,0,1,1,1,0,45-54,>100k,Bachelors,South,0,0,0,10.172241859293758,2024,0
19066,0,1,0,1,1,1,25-34,25-50k,Some College,Midwest,0,0,1,5.892132431925967,2024,0
19067,0,0,0,1,0,0,35-44,50-75k,Graduate,Northeast,0,0,1,6.718039902200655,2024,0
19068,0,0,0,0,0,0,45-54,>100k,High School,West,0,0,1,14.92792271910593,2024,0
19069,0,1,0,0,1,0,18-24,<25k,High School,South,1,0,0,12.096211433084786,2024,0
19070,0,1,1,1,0,1,25-34,75-100k,Graduate,West,0,0,0,12.374538502372028,2023,0
19071,0,0,0,0,1,0,65+,>100k,Graduate,South,0,0,0,14.109132270028297,2023,0
19072,0,1,0,0,0,0,55-64,<25k,High School,West,0,0,0,11.110939753352778,2023,0
19073,0,0,0,0,1,0,18-24,25-50k,Bachelors,Northeast,0,0,0,9.65875318910992,2024,0
19074,0,0,1,0,0,0,55-64,<25k,Some College,South,0,0,0,4.0375432285706285,2023,0
19075,0,0,1,0,1,0,55-64,>100k,Bachelors,South,0,0,0,13.712599226162986,2023,0
19076,1,1,0,0,0,1,35-44,<25k,Some College,Midwest,1,0,0,7.724724890179981,2023,0
19077,1,1,0,1,0,0,25-34,75-100k,High School,West,1,0,0,10.188702675423123,2024,0
19078,0,1,1,0,1,1,18-24,<25k,High School,Northeast,1,0,0,12.634949012613593,2023,0
19079,0,0,0,0,0,0,18-24,75-100k,Some College,West,0,0,0,11.106282739569457,2023,0
19080,1,1,0,0,0,0,25-34,25-50k,Graduate,West,0,1,1,14.05331504763871,2023,0
19081,0,0,0,0,1,1,35-44,75-100k,Graduate,West,1,0,0,14.156048042452742,2024,0
19082,1,1,0,0,0,1,25-34,50-75k,Bachelors,West,0,0,1,11.101042001627388,2023,1
19083,0,0,0,0,0,1,45-54,50-75k,High School,West,0,0,0,6.822091358763891,2024,0
19084,1,0,0,0,0,0,18-24,<25k,Bachelors,Northeast,0,0,0,9.709826769065211,2023,0
19085,1,1,1,1,0,1,55-64,75-100k,Bachelors,Midwest,0,0,0,12.203302371129293,2024,1
19086,1,0,1,0,0,1,45-54,>100k,High School,West,0,0,0,4.515286663938062,2023,0
19087,0,0,1,0,0,0,18-24,75-100k,Bachelors,West,1,0,0,13.51915268254497,2024,0
19088,1,0,1,0,0,0,45-54,25-50k,Some College,West,0,0,0,3.2075036382757016,2023,1
19089,1,1,1,0,0,1,45-54,50-75k,Bachelors,Midwest,0,0,0,3.1044451372880997,2024,0
19090,1,0,0,0,1,1,18-24,<25k,High School,West,0,1,0,9.86171572418642,2023,0
19091,0,0,1,1,0,0,25-34,25-50k,Some College,Midwest,0,0,0,8.214654376824317,2024,0
19092,1,0,0,0,0,1,55-64,75-100k,High School,South,0,0,1,12.034143451668006,2023,0
19093,0,0,1,1,0,0,18-24,50-75k,Some College,Midwest,1,1,0,6.979952199129735,2024,0
19094,0,1,1,1,0,1,18-24,75-100k,High School,Midwest,0,0,1,9.33750815001955,2023,1
19095,1,1,0,0,0,0,18-24,75-100k,Bachelors,South,0,0,0,11.821610161315883,2024,0
19096,0,1,1,0,0,0,45-54,25-50k,High School,West,0,1,0,6.88685370088631,2024,0
19097,1,0,0,0,0,0,65+,25-50k,High School,Northeast,0,0,0,14.422260373780396,2023,0
19098,1,1,0,0,1,0,25-34,>100k,Graduate,Northeast,0,0,0,9.028601682414688,2023,1
19099,0,0,0,0,0,0,55-64,50-75k,High School,Northeast,0,1,0,10.873876122255805,2023,0
19100,1,0,0,1,0,1,45-54,>100k,Some College,Midwest,1,0,0,7.804960459002799,2024,0
19101,1,1,0,0,0,0,55-64,25-50k,High School,Midwest,0,1,0,3.4813482799837887,2023,1
19102,0,1,1,1,0,1,45-54,>100k,Graduate,Midwest,0,1,0,9.413922904490937,2023,1
19103,1,0,1,0,0,0,18-24,<25k,Some College,Midwest,1,0,0,3.8642988896383654,2023,0
19104,0,1,0,0,0,0,18-24,75-100k,Bachelors,Northeast,0,0,1,14.630525000443926,2024,0
19105,0,1,0,1,0,0,55-64,<25k,Bachelors,West,0,0,0,12.661092258712559,2023,0
19106,0,1,0,0,0,0,35-44,25-50k,Graduate,Midwest,0,0,0,5.6699323095816885,2023,0
19107,0,1,1,1,0,0,55-64,75-100k,Bachelors,West,0,1,0,10.652055549805054,2023,0
19108,0,0,1,0,0,0,35-44,50-75k,Bachelors,South,0,1,1,9.772485141409208,2024,0
19109,1,1,0,0,0,0,45-54,<25k,Some College,South,0,1,0,10.675839380187803,2024,0
19110,1,0,0,0,1,0,45-54,<25k,Bachelors,West,0,0,0,12.762491887988382,2023,0
19111,0,0,0,0,1,1,35-44,50-75k,High School,Northeast,1,0,0,10.201785613155234,2024,0
19112,0,0,0,0,0,1,18-24,<25k,Graduate,South,0,0,0,4.878904604285095,2024,0
19113,0,1,0,0,0,0,25-34,50-75k,Bachelors,West,0,0,1,8.328215051122221,2024,0
19114,0,1,0,1,1,0,35-44,75-100k,High School,West,0,0,0,6.414703176487089,2023,0
19115,0,1,1,0,0,0,65+,75-100k,Graduate,West,0,0,1,6.547757805966342,2024,0
19116,0,0,0,1,0,0,55-64,>100k,Bachelors,Midwest,0,0,1,9.378886266848763,2024,0
19117,0,0,0,0,0,0,18-24,25-50k,Graduate,Midwest,0,0,0,8.517362502678473,2023,0
19118,0,1,1,0,1,1,65+,75-100k,Bachelors,West,0,0,1,4.959625517310645,2024,0
19119,1,1,1,1,1,0,35-44,75-100k,Graduate,South,1,0,0,6.011656977088941,2023,0
19120,1,1,1,0,0,0,45-54,75-100k,High School,Northeast,0,0,0,7.075336591470769,2024,0
19121,0,0,0,0,1,1,25-34,25-50k,Bachelors,West,0,0,0,14.589515171812295,2024,0
19122,0,1,0,0,0,0,65+,>100k,Graduate,Northeast,0,0,0,7.014743784387871,2023,0
19123,0,0,1,0,0,1,35-44,<25k,Some College,West,0,0,0,3.345603114156705,2023,0
19124,1,1,0,1,1,0,55-64,50-75k,Bachelors,Northeast,0,0,0,9.733258043764339,2024,1
19125,1,0,0,0,1,0,65+,<25k,Some College,West,1,0,0,3.4530249247998737,2023,0
19126,1,0,0,0,0,1,65+,>100k,Graduate,Midwest,0,1,0,10.711354741802522,2024,0
19127,1,1,0,0,0,0,45-54,>100k,Bachelors,Northeast,0,0,0,10.1456531391995,2024,0
19128,0,0,0,1,1,0,25-34,>100k,High School,Northeast,0,0,0,14.334232785460228,2024,0
19129,1,0,0,0,1,1,65+,75-100k,Some College,Northeast,0,1,0,11.11500417184332,2024,1
19130,0,0,0,0,0,0,55-64,>100k,Bachelors,South,0,1,0,4.814941787934997,2024,0
19131,0,0,1,0,0,0,65+,25-50k,Bachelors,South,0,1,0,4.785317630989073,2024,0
19132,1,0,0,0,1,0,25-34,25-50k,Bachelors,Midwest,0,0,1,3.3882940784266435,2023,1
19133,0,0,1,1,1,1,18-24,50-75k,Graduate,West,0,0,1,9.733075848336165,2023,0
19134,1,0,1,0,1,0,65+,75-100k,Some College,West,0,0,1,9.910751975206967,2023,0
19135,0,0,1,1,1,0,55-64,25-50k,Bachelors,Northeast,0,0,0,6.248559743467308,2024,0
19136,1,0,1,0,1,0,35-44,<25k,Bachelors,Northeast,0,1,1,4.243010038102856,2024,0
19137,0,0,0,0,0,0,18-24,<25k,Graduate,Midwest,1,0,0,5.975635163598606,2023,0
19138,0,0,1,0,0,1,18-24,25-50k,Bachelors,West,0,0,0,10.828663551351767,2023,0
19139,1,0,0,1,0,1,55-64,<25k,Bachelors,Northeast,0,0,0,10.967250825781417,2024,1
19140,1,1,0,0,0,0,55-64,25-50k,Some College,South,1,0,1,10.53223574810355,2023,0
19141,1,1,0,1,1,0,45-54,50-75k,Some College,Northeast,0,1,1,12.596029812956315,2023,1
19142,1,1,0,0,1,0,25-34,75-100k,High School,West,0,0,1,2.914518839197896,2023,0
19143,1,0,0,0,1,0,18-24,<25k,High School,South,0,0,0,5.637592312468297,2024,1
19144,1,0,1,0,0,0,65+,<25k,Bachelors,West,0,1,0,11.914810593208184,2024,0
19145,0,0,0,0,0,1,18-24,25-50k,High School,South,0,0,1,6.661640573065445,2024,0
19146,0,1,0,0,1,0,25-34,<25k,Some College,West,0,0,1,5.209457142239014,2024,0
19147,0,0,0,0,0,1,35-44,75-100k,Some College,Midwest,0,1,0,6.915427278963878,2023,0
19148,1,0,0,0,0,0,45-54,75-100k,Graduate,West,0,0,1,5.5047476175479355,2023,0
19149,0,1,1,1,0,0,65+,>100k,High School,South,0,0,0,12.031851877681662,2023,0
19150,1,1,0,0,0,0,35-44,25-50k,Bachelors,West,0,1,0,6.321348793934572,2024,1
19151,0,1,1,0,1,0,18-24,>100k,High School,West,0,0,0,13.115255943716482,2024,0
19152,1,1,0,1,0,0,45-54,<25k,Bachelors,West,0,1,0,3.9670238166006766,2023,1
19153,0,0,0,0,1,0,55-64,50-75k,Graduate,West,0,0,0,9.910348962060237,2024,0
19154,0,1,0,0,1,0,45-54,50-75k,Graduate,South,0,1,0,8.799283793520162,2024,0
19155,1,1,1,1,0,0,55-64,<25k,Some College,Midwest,0,0,1,4.039154218696782,2024,0
19156,0,1,1,1,0,1,35-44,50-75k,Some College,South,0,1,0,7.131488562714568,2023,0
19157,0,0,0,1,0,0,45-54,>100k,Bachelors,West,0,0,0,12.353906956980007,2024,0
19158,0,0,0,0,0,0,18-24,50-75k,Graduate,Midwest,0,0,1,6.985200616664829,2023,0
19159,0,0,0,1,0,0,25-34,50-75k,Graduate,South,1,0,0,6.882936112561124,2023,0
19160,0,0,1,1,0,0,65+,25-50k,Bachelors,Northeast,0,0,0,4.860923214984926,2023,0
19161,1,0,0,0,0,1,55-64,<25k,Bachelors,South,0,1,0,13.302732197623968,2023,1
19162,0,0,0,1,0,0,35-44,50-75k,Bachelors,West,0,0,0,6.921523379530182,2023,1
19163,1,0,0,1,1,0,18-24,25-50k,High School,South,0,0,0,12.731269090362524,2024,1
19164,0,0,0,0,0,0,45-54,25-50k,High School,West,0,0,0,2.6689280947843015,2024,0
19165,1,0,0,0,1,0,65+,50-75k,Some College,Northeast,0,1,0,2.660162710653501,2023,1
19166,1,0,0,0,0,0,18-24,<25k,Graduate,South,0,0,0,10.452839241126908,2024,0
19167,0,0,0,0,0,0,65+,25-50k,Bachelors,Northeast,1,0,0,4.347522046723404,2023,0
19168,0,0,1,0,1,0,45-54,<25k,Some College,South,0,0,0,10.230452998987072,2024,0
19169,0,1,0,0,1,1,25-34,<25k,High School,South,0,1,0,4.504968930872983,2023,0
19170,1,0,0,1,0,1,55-64,>100k,Graduate,Northeast,0,0,0,9.478754541906579,2024,0
19171,1,0,1,0,0,1,25-34,<25k,Some College,Northeast,0,0,0,6.682460369027625,2023,0
19172,1,0,0,1,1,1,55-64,25-50k,Graduate,West,0,1,0,11.761221871649958,2023,0
19173,0,0,0,1,0,0,18-24,50-75k,Bachelors,Northeast,1,0,0,2.925283419703168,2023,0
19174,0,0,0,0,1,0,18-24,25-50k,Graduate,South,0,1,0,11.884156908530935,2024,0
19175,0,1,0,1,1,0,35-44,75-100k,Bachelors,Midwest,0,0,0,10.97991293451695,2024,0
19176,0,0,0,0,0,0,25-34,>100k,High School,Midwest,0,0,0,6.162897958847697,2024,0
19177,0,0,1,0,0,0,45-54,<25k,Graduate,Northeast,0,0,1,9.039257062745461,2023,0
19178,0,0,0,0,1,1,55-64,75-100k,Graduate,Northeast,0,1,1,5.930903714653136,2024,0
19179,1,1,0,0,0,0,35-44,>100k,Bachelors,South,0,0,1,13.076488761288411,2024,0
19180,0,0,0,0,0,0,65+,>100k,Graduate,Midwest,0,0,0,8.920508471599938,2023,0
19181,1,0,1,0,0,1,35-44,75-100k,High School,West,1,0,0,12.293528439220047,2024,0
19182,0,0,1,0,0,0,35-44,25-50k,Some College,Midwest,1,0,1,10.622621175971911,2024,0
19183,1,1,0,1,1,0,18-24,50-75k,Some College,West,0,0,0,8.276806414463495,2023,1
19184,1,1,1,0,1,1,25-34,50-75k,Bachelors,South,0,0,0,14.256274663395438,2024,1
19185,1,0,0,0,0,0,25-34,25-50k,Some College,Northeast,0,0,0,10.012229629163723,2024,0
19186,1,0,0,1,0,0,55-64,50-75k,High School,South,0,0,0,11.468466610402665,2023,0
19187,1,0,0,0,0,0,65+,75-100k,High School,Midwest,1,0,0,6.5619378868087574,2024,0
19188,1,0,0,1,0,0,35-44,25-50k,High School,Midwest,0,0,1,3.828620921842605,2024,0
19189,0,0,0,1,0,1,25-34,75-100k,Graduate,Midwest,0,0,0,6.778887076774966,2023,1
19190,1,0,0,0,1,0,35-44,<25k,Graduate,Northeast,0,1,0,11.456626245222328,2024,1
19191,1,0,0,1,0,1,45-54,25-50k,Bachelors,South,0,0,0,6.342704679626857,2024,0
19192,1,0,0,1,0,0,45-54,75-100k,Some College,Northeast,0,1,0,9.512257385298255,2024,0
19193,0,0,1,0,0,0,65+,50-75k,Graduate,Midwest,0,1,1,5.142243466779735,2024,0
19194,0,0,0,0,0,0,35-44,50-75k,Graduate,Midwest,0,1,0,9.3279787674595,2024,0
19195,1,1,1,0,1,0,35-44,50-75k,High School,West,0,0,1,10.722119108394525,2023,1
19196,1,1,0,0,1,0,45-54,>100k,High School,West,0,0,1,5.08025291888233,2024,0
19197,0,0,0,1,1,1,55-64,25-50k,Some College,Midwest,0,0,0,3.2982227462249303,2023,1
19198,0,0,0,1,1,1,18-24,75-100k,High School,West,0,1,0,5.5940307240795955,2023,0
19199,0,0,0,0,0,0,45-54,25-50k,Bachelors,West,0,0,1,14.009086099044875,2024,0
19200,0,0,0,1,1,0,35-44,<25k,Bachelors,West,0,0,0,8.10045039454969,2024,1
19201,0,0,0,0,0,1,65+,>100k,Graduate,Midwest,1,0,0,11.808634854362365,2024,0
19202,0,1,0,0,1,0,55-64,75-100k,Some College,Northeast,0,0,0,11.749163336741198,2023,1
19203,1,0,0,0,1,0,65+,75-100k,Some College,Northeast,0,1,0,8.925268867317486,2023,0
19204,0,1,0,0,1,1,65+,>100k,Some College,West,0,0,0,9.102977611782169,2023,1
19205,0,0,0,0,0,0,45-54,75-100k,High School,West,0,0,0,12.707051986550777,2023,0
19206,1,0,0,0,1,0,18-24,50-75k,Some College,West,0,0,0,5.877502536199249,2023,0
19207,1,0,1,0,1,0,65+,>100k,High School,South,0,0,0,13.31632670698062,2024,0
19208,1,0,0,0,1,1,55-64,50-75k,Some College,Northeast,1,0,0,13.302424280390316,2023,1
19209,0,1,1,0,0,0,35-44,50-75k,Bachelors,South,0,0,0,14.879454990790228,2023,0
19210,1,0,0,0,0,1,55-64,50-75k,Some College,Northeast,0,0,1,11.797739219226075,2023,0
19211,0,0,1,0,0,0,45-54,25-50k,Some College,West,0,0,0,4.212081448194237,2024,0
19212,1,0,0,0,1,0,25-34,25-50k,High School,Midwest,0,0,0,9.210030751102398,2023,1
19213,1,0,1,0,1,1,55-64,25-50k,Graduate,Midwest,0,0,1,12.591950123664535,2023,0
19214,0,1,0,0,1,0,18-24,75-100k,Bachelors,Northeast,0,0,0,12.815748537041596,2023,0
19215,0,1,0,0,1,0,55-64,25-50k,Some College,West,1,0,1,5.275261801476628,2024,0
19216,0,1,0,1,1,0,45-54,<25k,Some College,West,0,0,1,5.35194610050408,2023,1
19217,1,1,0,1,0,0,65+,>100k,High School,Midwest,0,0,0,7.2240301914987075,2023,0
19218,0,0,0,0,0,0,25-34,>100k,Graduate,Northeast,0,0,0,3.735972293481506,2023,0
19219,1,0,1,0,0,0,65+,>100k,Bachelors,West,0,0,0,6.236194688503443,2024,0
19220,0,0,0,1,0,0,65+,50-75k,High School,South,0,0,1,11.261381514489191,2023,0
19221,0,0,1,1,0,0,25-34,<25k,Graduate,Midwest,0,1,1,9.02094836168735,2023,0
19222,1,1,0,0,0,0,65+,>100k,Some College,Northeast,0,0,1,5.2039714312839775,2024,0
19223,1,0,0,0,1,1,35-44,<25k,Graduate,Midwest,0,0,0,13.430440086316464,2023,1
19224,1,0,0,0,1,0,45-54,25-50k,High School,South,0,0,0,5.459859305509557,2024,0
19225,0,1,1,0,1,0,55-64,75-100k,Bachelors,West,1,0,0,7.061019464652218,2023,0
19226,0,0,0,0,0,0,35-44,25-50k,Graduate,Midwest,0,1,1,12.659675053179162,2023,0
19227,0,0,0,0,0,1,25-34,<25k,High School,Northeast,0,0,0,10.20668586665984,2024,0
19228,0,0,0,0,1,0,18-24,50-75k,High School,South,0,1,0,4.412563772191382,2023,0
19229,0,1,0,0,1,1,25-34,50-75k,Some College,Midwest,0,0,0,3.615226983992895,2024,1
19230,1,0,0,0,0,0,18-24,<25k,High School,South,0,0,0,5.2275770748558905,2024,0
19231,0,1,1,0,1,0,35-44,50-75k,High School,South,1,0,0,10.428071019908806,2023,0
19232,0,0,0,1,0,1,25-34,75-100k,High School,South,0,0,0,8.030121584127443,2023,0
19233,0,0,0,1,1,0,18-24,>100k,High School,Midwest,0,0,0,7.781868276795521,2023,1
19234,1,0,0,0,1,0,45-54,50-75k,Some College,Midwest,0,1,1,13.03235194317581,2023,1
19235,1,0,0,0,0,1,35-44,>100k,Some College,South,1,0,0,11.183143430237447,2023,1
19236,0,1,1,1,0,0,25-34,25-50k,Bachelors,Midwest,0,0,0,5.558536161336976,2024,1
19237,0,0,0,0,1,0,65+,>100k,Graduate,Northeast,0,0,0,5.666381506630296,2024,1
19238,0,1,0,0,0,0,25-34,<25k,Some College,Northeast,0,0,1,6.679196661717525,2023,1
19239,1,1,1,1,0,0,45-54,50-75k,Bachelors,West,1,0,0,14.458880532917394,2024,0
19240,1,0,1,0,0,0,18-24,50-75k,Some College,Northeast,0,0,0,8.609720345804448,2024,0
19241,1,0,0,0,0,1,65+,50-75k,Graduate,West,0,0,0,13.01368399737614,2023,0
19242,0,0,0,0,1,0,65+,25-50k,Some College,West,0,1,0,9.292422746571487,2023,1
19243,0,1,0,0,0,0,35-44,25-50k,Graduate,South,0,0,1,14.019196460024181,2024,0
19244,1,0,0,0,1,0,25-34,25-50k,High School,West,0,1,0,2.8230467630999017,2024,0
19245,1,0,0,0,0,1,55-64,75-100k,Bachelors,West,0,0,0,10.395932900680382,2024,0
19246,1,0,1,1,0,0,35-44,50-75k,Some College,Northeast,0,0,0,9.248509718537559,2023,0
19247,1,0,0,0,1,0,35-44,>100k,High School,Midwest,0,0,0,8.601158072626951,2023,1
19248,0,0,1,0,0,0,25-34,25-50k,Graduate,Midwest,0,0,1,2.9714287208459997,2024,0
19249,1,1,1,1,1,1,35-44,50-75k,Graduate,West,0,0,0,6.234523246792951,2024,0
19250,1,0,0,0,1,0,55-64,<25k,Some College,Midwest,0,1,0,4.670468283643485,2023,0
19251,1,0,0,0,0,0,18-24,75-100k,High School,Northeast,0,0,1,3.1859242347731485,2024,1
19252,0,0,0,0,1,0,45-54,<25k,High School,Northeast,0,0,0,11.472304345493235,2024,0
19253,0,1,0,0,1,0,25-34,<25k,Some College,West,0,0,0,13.95058317639294,2024,0
19254,0,0,0,0,0,0,45-54,75-100k,Bachelors,Midwest,0,0,1,5.596438864180036,2024,0
19255,0,0,0,1,0,0,18-24,<25k,Some College,West,0,1,1,13.172906973610157,2023,0
19256,0,0,1,1,1,0,45-54,>100k,Bachelors,West,0,1,1,14.13524296058883,2023,0
19257,1,0,1,1,1,0,35-44,>100k,Bachelors,South,0,0,0,11.211416926240165,2024,1
19258,0,0,0,0,1,1,25-34,<25k,High School,South,1,0,0,2.5522320889491543,2023,0
19259,0,1,0,0,0,1,18-24,50-75k,High School,Northeast,0,0,0,12.935293634090453,2023,0
19260,0,0,0,0,0,0,35-44,25-50k,High School,Northeast,0,0,1,11.003829511126815,2023,0
19261,0,1,0,0,0,0,65+,>100k,High School,Northeast,1,0,0,5.138464686203817,2023,0
19262,1,1,0,0,0,0,35-44,75-100k,Some College,South,0,0,1,8.586605781817788,2023,0
19263,0,0,1,0,0,1,18-24,75-100k,Bachelors,Midwest,1,0,0,12.22615191366553,2024,0
19264,0,0,0,1,1,1,55-64,50-75k,High School,Midwest,0,0,0,3.9475167240765363,2024,0
19265,1,1,1,1,0,0,55-64,>100k,Graduate,South,1,1,0,14.759785407687945,2023,0
19266,1,0,0,0,0,0,35-44,>100k,Graduate,Northeast,0,0,0,14.398029992452088,2024,0
19267,0,0,0,0,1,0,25-34,25-50k,High School,Midwest,0,0,0,13.803199851413778,2024,0
